material_id,formula,formation_energy,e_above_hull,comp_group,elements_set,elements,fractions,element_indices
mp-27773,H5IO6,-1.003818804479166,0.016817835416664,H:0.40|I:0.10|O:0.50,"{'I', 'O', 'H'}","H,I,O","0.41666667,0.08333333,0.50000000","42,48,73"
mp-553996,K2UCr(IO6)2,-1.9427757006666664,0.0,Cr:0.10|I:0.10|K:0.20|O:0.55|U:0.10,"{'O', 'I', 'U', 'K', 'Cr'}","Cr,I,K,O,U","0.09090909,0.09090909,0.18181818,0.54545455,0.09090909","25,48,51,73,111"
mp-26397,LiMnP2O7,-2.548181922322736,0.017142947500012,Li:0.10|Mn:0.10|O:0.65|P:0.20,"{'O', 'Mn', 'P', 'Li'}","Li,Mn,O,P","0.09090909,0.09090909,0.63636364,0.18181818","54,61,73,76"
mp-2713930,Na6Zn4SiS5O24,-2.07195647497773,0.085404702354168,Na:0.15|O:0.60|S:0.10|Si:0.00|Zn:0.10,"{'Na', 'O', 'Si', 'S', 'Zn'}","Na,O,S,Si,Zn","0.15000000,0.60000000,0.12500000,0.02500000,0.10000000","65,73,93,98,117"
mp-22594,Ba2LuIrO6,-2.816694967,0.0,Ba:0.20|Ir:0.10|Lu:0.10|O:0.60,"{'Lu', 'O', 'Ir', 'Ba'}","Ba,Ir,Lu,O","0.20000000,0.10000000,0.10000000,0.60000000","10,50,56,73"
mp-849800,H7SIO10,-1.205964233421052,0.021326806184208,H:0.35|I:0.05|O:0.55|S:0.05,"{'I', 'O', 'S', 'H'}","H,I,O,S","0.36842105,0.05263158,0.52631579,0.05263158","42,48,73,93"
mp-1521128,BaCaDySbO6,-3.005607106,0.085228134,Ba:0.10|Ca:0.10|Dy:0.10|O:0.60|Sb:0.10,"{'O', 'Sb', 'Ca', 'Dy', 'Ba'}","Ba,Ca,Dy,O,Sb","0.10000000,0.10000000,0.10000000,0.60000000,0.10000000","10,17,30,73,94"
mp-780392,Li5Cu(PO4)2,-2.523014057247024,0.03166187421875,Cu:0.10|Li:0.45|O:0.35|P:0.10,"{'Cu', 'O', 'P', 'Li'}","Cu,Li,O,P","0.09090909,0.45454545,0.36363636,0.09090909","27,54,73,76"
mp-768869,Li2VBO4,-2.527545705416666,0.097422085,B:0.10|Li:0.25|O:0.50|V:0.10,"{'V', 'O', 'Li', 'B'}","B,Li,O,V","0.12500000,0.25000000,0.50000000,0.12500000","9,54,73,112"
mp-1216333,VNi3AsO8,-1.699705252115385,0.005787617115384,As:0.10|Ni:0.25|O:0.60|V:0.10,"{'V', 'O', 'Ni', 'As'}","As,Ni,O,V","0.07692308,0.23076923,0.61538462,0.07692308","6,70,73,112"
mp-768164,LiGePCO7,-2.23886654845238,0.060203770833333,C:0.10|Ge:0.10|Li:0.10|O:0.65|P:0.10,"{'O', 'C', 'P', 'Li', 'Ge'}","C,Ge,Li,O,P","0.09090909,0.09090909,0.09090909,0.63636364,0.09090909","16,41,54,73,76"
mp-1211916,K2NaCo(NO2)6,-1.082060466176333,0.099775935795446,Co:0.15|K:0.30|N:0.15|Na:0.15|O:0.30,"{'Na', 'O', 'K', 'Co', 'N'}","Co,K,N,Na,O","0.14285714,0.28571429,0.14285714,0.14285714,0.28571429","24,51,64,65,73"
mp-754940,Ba3SiO,-1.265288455,0.051504253,Ba:0.60|O:0.20|Si:0.20,"{'O', 'Si', 'Ba'}","Ba,O,Si","0.60000000,0.20000000,0.20000000","10,73,98"
mp-1046735,Mg2Nb2SnO8,-2.81607235153846,0.053751886538459,Mg:0.15|Nb:0.15|O:0.60|Sn:0.10,"{'Nb', 'Mg', 'O', 'Sn'}","Mg,Nb,O,Sn","0.15384615,0.15384615,0.61538462,0.07692308","60,66,73,100"
mp-1193954,LiH6IO7,-1.215912313722222,0.014060105333332,H:0.40|I:0.05|Li:0.05|O:0.45,"{'I', 'O', 'Li', 'H'}","H,I,Li,O","0.40000000,0.06666667,0.06666667,0.46666667","42,48,54,73"
mp-16267,Dy2CdS4,-1.941305193333331,0.0,Cd:0.15|Dy:0.30|S:0.55,"{'Dy', 'Cd', 'S'}","Cd,Dy,S","0.14285714,0.28571429,0.57142857","18,30,93"
mp-1220651,Nd2Mn17C2,-0.048320369025174,0.021338115688557,C:0.10|Mn:0.80|Nd:0.10,"{'Mn', 'Nd', 'C'}","C,Mn,Nd","0.09523810,0.80952381,0.09523810","16,61,67"
mp-1181428,DyWC2,-0.400041365625,0.0,C:0.50|Dy:0.25|W:0.25,"{'Dy', 'W', 'C'}","C,Dy,W","0.50000000,0.25000000,0.25000000","16,30,113"
mp-864671,HfAlRh2,-1.097746739999998,0.0,Al:0.25|Hf:0.25|Rh:0.50,"{'Al', 'Rh', 'Hf'}","Al,Hf,Rh","0.25000000,0.25000000,0.50000000","3,44,90"
mp-1196378,VH12SO11,-1.509519008699999,0.00846832274983,H:0.50|O:0.45|S:0.05|V:0.05,"{'S', 'V', 'O', 'H'}","H,O,S,V","0.48000000,0.44000000,0.04000000,0.04000000","42,73,93,112"
mp-1214783,Ba2Ho2CuPtO8,-2.683614376,0.01355409,Ba:0.15|Cu:0.05|Ho:0.15|O:0.55|Pt:0.05,"{'O', 'Pt', 'Ho', 'Cu', 'Ba'}","Ba,Cu,Ho,O,Pt","0.14285714,0.07142857,0.14285714,0.57142857,0.07142857","10,27,46,73,83"
mp-2240995,MgCu3(TeO5)2,-1.390498626770833,0.080544960937499,Cu:0.30|Mg:0.10|O:0.50|Te:0.10,"{'Cu', 'Mg', 'O', 'Te'}","Cu,Mg,O,Te","0.30000000,0.10000000,0.50000000,0.10000000","27,60,73,105"
mp-32742,U16N25,-1.7421022480792692,0.003021743353656,N:0.60|U:0.40,"{'U', 'N'}","N,U","0.60975610,0.39024390","64,111"
mp-865190,Lu3Ni7B2,-0.559754838194443,0.0,B:0.15|Lu:0.25|Ni:0.60,"{'Lu', 'Ni', 'B'}","B,Lu,Ni","0.16666667,0.25000000,0.58333333","9,56,70"
mp-29245,Cd2P3Br,-0.379543054821426,0.007931658333334,Br:0.15|Cd:0.35|P:0.50,"{'Cd', 'P', 'Br'}","Br,Cd,P","0.16666667,0.33333333,0.50000000","15,18,76"
mp-1316353,Li5Mn3O8,-2.131852237528735,0.043199800937489,Li:0.30|Mn:0.20|O:0.50,"{'O', 'Mn', 'Li'}","Li,Mn,O","0.31250000,0.18750000,0.50000000","54,61,73"
mp-1027510,MoW(SeS)2,-0.723326960624997,0.093431465000005,Mo:0.25|S:0.25|Se:0.25|W:0.25,"{'Se', 'Mo', 'W', 'S'}","Mo,S,Se,W","0.25000000,0.25000000,0.25000000,0.25000000","62,93,96,113"
mp-1638522,LiFePH2O5,-2.030351168047618,0.089576940249995,Fe:0.10|H:0.20|Li:0.10|O:0.50|P:0.10,"{'O', 'Fe', 'P', 'Li', 'H'}","Fe,H,Li,O,P","0.10000000,0.20000000,0.10000000,0.50000000,0.10000000","35,42,54,73,76"
mp-1178443,Co3BiO8,-1.120911605208334,0.050316457569445,Bi:0.10|Co:0.25|O:0.65,"{'Co', 'O', 'Bi'}","Bi,Co,O","0.08333333,0.25000000,0.66666667","13,24,73"
mp-1226597,Er6Al41Cr6,-0.276343464245282,0.0,Al:0.75|Cr:0.10|Er:0.10,"{'Al', 'Cr', 'Er'}","Al,Cr,Er","0.77358491,0.11320755,0.11320755","3,25,31"
mp-8415,K2HfF6,-3.666803866055554,0.060435648333328,F:0.65|Hf:0.10|K:0.20,"{'F', 'Hf', 'K'}","F,Hf,K","0.66666667,0.11111111,0.22222222","34,44,51"
mp-772647,LiCrPO4,-2.500994207746598,0.070395969374989,Cr:0.15|Li:0.15|O:0.55|P:0.15,"{'O', 'P', 'Cr', 'Li'}","Cr,Li,O,P","0.14285714,0.14285714,0.57142857,0.14285714","25,54,73,76"
mp-862548,Sc2AlZn,-0.424913742499999,0.0,Al:0.25|Sc:0.50|Zn:0.25,"{'Al', 'Sc', 'Zn'}","Al,Sc,Zn","0.25000000,0.50000000,0.25000000","3,95,117"
mp-1113138,Cs2ScInF6,-3.295475260916672,0.001932553249998,Cs:0.20|F:0.60|In:0.10|Sc:0.10,"{'Cs', 'F', 'In', 'Sc'}","Cs,F,In,Sc","0.20000000,0.60000000,0.10000000,0.10000000","26,34,49,95"
mp-752770,Li2FeP2O7,-2.541235403412697,0.033642230138883,Fe:0.10|Li:0.15|O:0.60|P:0.15,"{'Fe', 'O', 'P', 'Li'}","Fe,Li,O,P","0.08333333,0.16666667,0.58333333,0.16666667","35,54,73,76"
mp-1176908,Li6V3P8O29,-2.660741104285714,0.019728866367739,Li:0.15|O:0.65|P:0.15|V:0.05,"{'V', 'O', 'P', 'Li'}","Li,O,P,V","0.13043478,0.63043478,0.17391304,0.06521739","54,73,76,112"
mp-1013550,Ca3SbP,-1.02137064092857,0.0,Ca:0.60|P:0.20|Sb:0.20,"{'Sb', 'P', 'Ca'}","Ca,P,Sb","0.60000000,0.20000000,0.20000000","17,76,94"
mp-755354,Li2CoCuO4,-1.508496558333334,0.089624032499996,Co:0.10|Cu:0.10|Li:0.25|O:0.50,"{'Cu', 'Co', 'O', 'Li'}","Co,Cu,Li,O","0.12500000,0.12500000,0.25000000,0.50000000","24,27,54,73"
mp-2763199,Cr2NiO4,-2.041139614999998,0.001610777857141,Cr:0.30|Ni:0.15|O:0.55,"{'O', 'Ni', 'Cr'}","Cr,Ni,O","0.28571429,0.14285714,0.57142857","25,70,73"
mp-1191539,Tb2Fe17C3,-0.075804052196969,0.002235378750015,C:0.15|Fe:0.75|Tb:0.10,"{'Fe', 'Tb', 'C'}","C,Fe,Tb","0.13636364,0.77272727,0.09090909","16,35,103"
mp-573855,La7Ni3,-0.226433312500001,0.0,La:0.70|Ni:0.30,"{'Ni', 'La'}","La,Ni","0.70000000,0.30000000","53,70"
mp-1029775,BaMnN2,-0.846937353857759,0.0,Ba:0.25|Mn:0.25|N:0.50,"{'Mn', 'N', 'Ba'}","Ba,Mn,N","0.25000000,0.25000000,0.50000000","10,61,64"
mp-1101148,Te16Rh9,-0.444035607999953,0.001720012799999,Rh:0.35|Te:0.65,"{'Rh', 'Te'}","Rh,Te","0.36000000,0.64000000","90,105"
mp-974437,Re2C,-0.053344501666667,0.0,C:0.35|Re:0.65,"{'C', 'Re'}","C,Re","0.33333333,0.66666667","16,87"
mp-1215531,Zn3CdSe4,-0.905109992421874,0.017962329375001,Cd:0.10|Se:0.50|Zn:0.40,"{'Se', 'Cd', 'Zn'}","Cd,Se,Zn","0.12500000,0.50000000,0.37500000","18,96,117"
mp-1042864,Ti(GeO3)2,-2.524066678148148,0.083055581388888,Ge:0.20|O:0.60|Ti:0.20,"{'O', 'Ti', 'Ge'}","Ge,O,Ti","0.20000000,0.60000000,0.20000000","41,73,107"
mp-17187,K3Nd(PO4)2,-2.967787349538264,0.0,K:0.35|Nd:0.10|O:0.45|P:0.10,"{'O', 'K', 'Nd', 'P'}","K,Nd,O,P","0.33333333,0.11111111,0.44444444,0.11111111","51,67,73,76"
mp-989635,CaMoN3,-0.792266584000009,0.0,Ca:0.20|Mo:0.20|N:0.60,"{'Mo', 'N', 'Ca'}","Ca,Mo,N","0.20000000,0.20000000,0.60000000","17,62,64"
mp-768827,BaSrI4,-1.911686005555556,0.09426532111111,Ba:0.15|I:0.65|Sr:0.15,"{'I', 'Sr', 'Ba'}","Ba,I,Sr","0.16666667,0.66666667,0.16666667","10,48,101"
mp-1197361,Rb3PuH4O7,-2.013344726916666,0.0,H:0.25|O:0.45|Pu:0.05|Rb:0.20,"{'Pu', 'O', 'Rb', 'H'}","H,O,Pu,Rb","0.26666667,0.46666667,0.06666667,0.20000000","42,73,84,86"
mp-30303,Bi4O7,-1.569201818181821,0.0,Bi:0.35|O:0.65,"{'O', 'Bi'}","Bi,O","0.36363636,0.63636364","13,73"
mp-582081,Cs3NdCl6,-2.511718898646552,0.0,Cl:0.60|Cs:0.30|Nd:0.10,"{'Cs', 'Cl', 'Nd'}","Cl,Cs,Nd","0.60000000,0.30000000,0.10000000","21,26,67"
mp-1190703,TbCrB4,-0.649388743888888,0.0,B:0.65|Cr:0.15|Tb:0.15,"{'Tb', 'Cr', 'B'}","B,Cr,Tb","0.66666667,0.16666667,0.16666667","9,25,103"
mp-756702,PrBrO,-3.222717073888888,0.032663815000002,Br:0.35|O:0.35|Pr:0.35,"{'O', 'Pr', 'Br'}","Br,O,Pr","0.33333333,0.33333333,0.33333333","15,73,82"
mp-1226467,CeZr2O6,-3.7830539755555552,0.068416593333331,Ce:0.10|O:0.65|Zr:0.20,"{'O', 'Ce', 'Zr'}","Ce,O,Zr","0.11111111,0.66666667,0.22222222","19,73,118"
mp-1186552,PmDy3,0.038127224375003,0.038127224375003,Dy:0.75|Pm:0.25,"{'Dy', 'Pm'}","Dy,Pm","0.75000000,0.25000000","30,80"
mp-1217895,TaMo,-0.104204253666665,0.0,Mo:0.50|Ta:0.50,"{'Ta', 'Mo'}","Mo,Ta","0.50000000,0.50000000","62,102"
mp-1226863,CaBHO3,-2.746433695069445,0.012359972499999,B:0.15|Ca:0.15|H:0.15|O:0.50,"{'H', 'O', 'Ca', 'B'}","B,Ca,H,O","0.16666667,0.16666667,0.16666667,0.50000000","9,17,42,73"
mp-541587,U3Cu2Se7,-1.186467960533843,0.0,Cu:0.15|Se:0.60|U:0.25,"{'Cu', 'Se', 'U'}","Cu,Se,U","0.16666667,0.58333333,0.25000000","27,96,111"
mp-768717,Li4Cr3NiO8,-2.179214124270833,0.02347515765625,Cr:0.20|Li:0.25|Ni:0.05|O:0.50,"{'O', 'Ni', 'Cr', 'Li'}","Cr,Li,Ni,O","0.18750000,0.25000000,0.06250000,0.50000000","25,54,70,73"
mp-1226043,CsFeCoF6,-2.679922508850574,0.0,Co:0.10|Cs:0.10|F:0.65|Fe:0.10,"{'Cs', 'F', 'Co', 'Fe'}","Co,Cs,F,Fe","0.11111111,0.11111111,0.66666667,0.11111111","24,26,34,35"
mp-1209185,RbPrF4,-3.946650394861105,0.0,F:0.65|Pr:0.15|Rb:0.15,"{'F', 'Pr', 'Rb'}","F,Pr,Rb","0.66666667,0.16666667,0.16666667","34,82,86"
mp-1077950,Tl2Pd3S2,-0.490430658809526,0.0,Pd:0.45|S:0.30|Tl:0.30,"{'Pd', 'Tl', 'S'}","Pd,S,Tl","0.42857143,0.28571429,0.28571429","79,93,108"
mp-1226476,CeUO4,-3.893451398333331,0.019033158596487,Ce:0.15|O:0.65|U:0.15,"{'U', 'O', 'Ce'}","Ce,O,U","0.16666667,0.66666667,0.16666667","19,73,111"
mp-1470,Nb12O29,-3.039089709756097,0.0,Nb:0.30|O:0.70,"{'Nb', 'O'}","Nb,O","0.29268293,0.70731707","66,73"
mp-1247126,Dy3Mg2VS8,-1.89629351392857,0.079452214107143,Dy:0.20|Mg:0.15|S:0.55|V:0.05,"{'Mg', 'Dy', 'V', 'S'}","Dy,Mg,S,V","0.21428571,0.14285714,0.57142857,0.07142857","30,60,93,112"
mp-2714405,Na14La4Ta4Si11SO48,-3.008498129505819,0.0653730785874,La:0.05|Na:0.15|O:0.60|S:0.00|Si:0.15|Ta:0.05,"{'Na', 'O', 'Si', 'La', 'S', 'Ta'}","La,Na,O,S,Si,Ta","0.04878049,0.17073171,0.58536585,0.01219512,0.13414634,0.04878049","53,65,73,93,98,102"
mp-1235761,LiTe4H4(O3F4)2,-1.866427342826087,0.084812377522645,F:0.25|H:0.25|Li:0.05|O:0.20|Te:0.25,"{'O', 'Li', 'Te', 'F', 'H'}","F,H,Li,O,Te","0.25000000,0.25000000,0.06250000,0.18750000,0.25000000","34,42,54,73,105"
mp-765017,Li4V3P8O29,-2.571122048647186,0.050415273560614,Li:0.10|O:0.65|P:0.20|V:0.05,"{'V', 'O', 'P', 'Li'}","Li,O,P,V","0.09090909,0.65909091,0.18181818,0.06818182","54,73,76,112"
mp-1215658,ZnFe4CoO8,-1.596525114285714,0.067353488392857,Co:0.05|Fe:0.30|O:0.55|Zn:0.05,"{'Fe', 'Co', 'O', 'Zn'}","Co,Fe,O,Zn","0.07142857,0.28571429,0.57142857,0.07142857","24,35,73,117"
mp-768495,LiMn2(PO4)2,-2.512936224883161,0.032933802500015,Li:0.10|Mn:0.25|O:0.50|P:0.10,"{'O', 'Mn', 'P', 'Li'}","Li,Mn,O,P","0.12500000,0.25000000,0.50000000,0.12500000","54,61,73,76"
mp-1044668,Zn(CuO2)2,-1.073165430714286,0.056495846428569,Cu:0.25|O:0.50|Zn:0.25,"{'Cu', 'O', 'Zn'}","Cu,O,Zn","0.25000000,0.50000000,0.25000000","27,73,117"
mp-1196945,Cd3B4(PbO4)3,-2.133405153257575,0.0,B:0.35|Cd:0.25|O:0.35|Pb:0.10,"{'O', 'Cd', 'Pb', 'B'}","B,Cd,O,Pb","0.33333333,0.25000000,0.33333333,0.08333333","9,18,73,78"
mp-775216,LiVTeO5,-1.986232816249999,0.093067377031256,Li:0.10|O:0.60|Te:0.10|V:0.10,"{'V', 'O', 'Te', 'Li'}","Li,O,Te,V","0.12500000,0.62500000,0.12500000,0.12500000","54,73,105,112"
mp-1188529,Mn7BiO12,-1.937203649275861,0.038073958718729,Bi:0.05|Mn:0.35|O:0.60,"{'O', 'Mn', 'Bi'}","Bi,Mn,O","0.05000000,0.35000000,0.60000000","13,61,73"
mp-602551,EuTl(MoO4)2,-2.188151242152779,0.0,Eu:0.15|Mo:0.15|O:0.55|Tl:0.15,"{'O', 'Mo', 'Eu', 'Tl'}","Eu,Mo,O,Tl","0.14285714,0.14285714,0.57142857,0.14285714","33,62,73,108"
mp-1708,YTe,-1.483786158333332,0.026799620000002,Te:0.50|Y:0.50,"{'Y', 'Te'}","Te,Y","0.50000000,0.50000000","105,115"
mp-757191,P4WO12,-2.471584959033613,0.021739995294119,O:0.70|P:0.25|W:0.05,"{'O', 'P', 'W'}","O,P,W","0.70588235,0.23529412,0.05882353","73,76,113"
mp-1228103,Ba6Na2Nb2V2O17,-3.012082032,0.0,Ba:0.20|Na:0.05|Nb:0.05|O:0.60|V:0.05,"{'Na', 'Nb', 'O', 'V', 'Ba'}","Ba,Na,Nb,O,V","0.20689655,0.06896552,0.06896552,0.58620690,0.06896552","10,65,66,73,112"
mp-1215823,YUGa4,-0.363035143333332,0.07465730916667,Ga:0.65|U:0.15|Y:0.15,"{'U', 'Y', 'Ga'}","Ga,U,Y","0.66666667,0.16666667,0.16666667","39,111,115"
mp-727702,K2MnH8(SO6)2,-1.745477311797242,0.002933242549996,H:0.45|K:0.10|Mn:0.05|O:0.35|S:0.05,"{'O', 'K', 'H', 'Mn', 'S'}","H,K,Mn,O,S","0.44444444,0.11111111,0.05555556,0.33333333,0.05555556","42,51,61,73,93"
mp-1032822,Mg6MnZnO8,-2.7182955492456893,0.038369938124999,Mg:0.40|Mn:0.05|O:0.50|Zn:0.05,"{'Mg', 'O', 'Mn', 'Zn'}","Mg,Mn,O,Zn","0.37500000,0.06250000,0.50000000,0.06250000","60,61,73,117"
mp-1191979,RbTlF4,-2.495511710555556,0.001597716666666,F:0.65|Rb:0.15|Tl:0.15,"{'F', 'Rb', 'Tl'}","F,Rb,Tl","0.66666667,0.16666667,0.16666667","34,86,108"
mp-28031,P2W5O19,-2.329886431318681,0.006762888798064,O:0.75|P:0.10|W:0.20,"{'O', 'P', 'W'}","O,P,W","0.73076923,0.07692308,0.19230769","73,76,113"
mp-1192462,DyMoBrO4,-2.592985715595237,0.0,Br:0.15|Dy:0.15|Mo:0.15|O:0.55,"{'O', 'Dy', 'Mo', 'Br'}","Br,Dy,Mo,O","0.14285714,0.14285714,0.14285714,0.57142857","15,30,62,73"
mp-1039574,CeMg,0.039332817500001,0.075725043333335,Ce:0.50|Mg:0.50,"{'Mg', 'Ce'}","Ce,Mg","0.50000000,0.50000000","19,60"
mp-1226654,CeAl3Cu,-0.410920228,0.081672234,Al:0.60|Ce:0.20|Cu:0.20,"{'Al', 'Cu', 'Ce'}","Al,Ce,Cu","0.60000000,0.20000000,0.20000000","3,19,27"
mp-1076063,Sm2Co2O5,-2.612430643333334,0.098356792361111,Co:0.20|O:0.55|Sm:0.20,"{'Co', 'O', 'Sm'}","Co,O,Sm","0.22222222,0.55555556,0.22222222","24,73,99"
mp-1025626,Te4Mo2WSe2,-0.32180089590277,0.084320117222219,Mo:0.20|Se:0.20|Te:0.45|W:0.10,"{'Se', 'Mo', 'W', 'Te'}","Mo,Se,Te,W","0.22222222,0.22222222,0.44444444,0.11111111","62,96,105,113"
mp-561154,La(BO2)3,-3.17992787,0.015661987849993,B:0.25|La:0.25|O:0.50,"{'O', 'La', 'B'}","B,La,O","0.25000000,0.25000000,0.50000000","9,53,73"
mp-1220972,NaLiZnS2,-1.267659303942527,0.0,Li:0.20|Na:0.20|S:0.40|Zn:0.20,"{'Na', 'S', 'Zn', 'Li'}","Li,Na,S,Zn","0.20000000,0.20000000,0.40000000,0.20000000","54,65,93,117"
mp-5268,U2SbN2,-1.529780571499998,0.0,N:0.40|Sb:0.20|U:0.40,"{'U', 'N', 'Sb'}","N,Sb,U","0.40000000,0.20000000,0.40000000","64,94,111"
mp-1219970,Pb4Se3S,-0.786998711816404,0.006494371249999,Pb:0.50|S:0.10|Se:0.40,"{'Se', 'Pb', 'S'}","Pb,S,Se","0.50000000,0.12500000,0.37500000","78,93,96"
mp-675345,Bi5(S2Cl)3,-0.55629623245533,0.063772175892871,Bi:0.60|Cl:0.10|S:0.25,"{'S', 'Cl', 'Bi'}","Bi,Cl,S","0.62500000,0.12500000,0.25000000","13,21,93"
mp-825,RuO2,-1.457661898333333,0.0,O:0.65|Ru:0.35,"{'O', 'Ru'}","O,Ru","0.66666667,0.33333333","73,92"
mp-972861,Sc2TlTc,-0.183300312083336,0.034164898020832,Sc:0.50|Tc:0.25|Tl:0.25,"{'Sc', 'Tl', 'Tc'}","Sc,Tc,Tl","0.50000000,0.25000000,0.25000000","95,104,108"
mp-1190663,LuCrB4,-0.700521376388888,0.0,B:0.65|Cr:0.15|Lu:0.15,"{'Lu', 'Cr', 'B'}","B,Cr,Lu","0.66666667,0.16666667,0.16666667","9,25,56"
mp-2605,CaO,-3.306019392499999,0.0,Ca:0.50|O:0.50,"{'O', 'Ca'}","Ca,O","0.50000000,0.50000000","17,73"
mp-766256,YTmO3,-4.018697117750002,0.003275295374999,O:0.60|Tm:0.20|Y:0.20,"{'Y', 'O', 'Tm'}","O,Tm,Y","0.60000000,0.20000000,0.20000000","73,109,115"
mp-676727,Sr18ThCl40,-2.6632597644067832,0.058858169237288,Cl:0.70|Sr:0.30|Th:0.00,"{'Th', 'Cl', 'Sr'}","Cl,Sr,Th","0.67796610,0.30508475,0.01694915","21,101,106"
mp-23895,MnPH2O5,-2.087878301397099,0.0,H:0.20|Mn:0.10|O:0.55|P:0.10,"{'O', 'Mn', 'P', 'H'}","H,Mn,O,P","0.22222222,0.11111111,0.55555556,0.11111111","42,61,73,76"
mp-1112166,Cs2RbRuF6,-2.605896715681034,0.0,Cs:0.20|F:0.60|Rb:0.10|Ru:0.10,"{'Cs', 'F', 'Rb', 'Ru'}","Cs,F,Rb,Ru","0.20000000,0.60000000,0.10000000,0.10000000","26,34,86,92"
mp-567504,CrCl3,-1.425545254374999,0.0,Cl:0.75|Cr:0.25,"{'Cl', 'Cr'}","Cl,Cr","0.75000000,0.25000000","21,25"
mp-559166,Sr2UFeO6,-3.175285625,0.012668334000005,Fe:0.10|O:0.60|Sr:0.20|U:0.10,"{'Fe', 'O', 'U', 'Sr'}","Fe,O,Sr,U","0.10000000,0.60000000,0.20000000,0.10000000","35,73,101,111"
mp-1220411,NbCu3(TeSe)2,-0.624553617252603,0.002255003124999,Cu:0.50|Nb:0.15|Se:0.15|Te:0.15,"{'Cu', 'Nb', 'Se', 'Te'}","Cu,Nb,Se,Te","0.50000000,0.16666667,0.16666667,0.16666667","27,66,96,105"
mp-1218143,SrNdMnCoO6,-2.4270500055431032,0.097414435015624,Co:0.10|Mn:0.10|Nd:0.10|O:0.60|Sr:0.10,"{'O', 'Nd', 'Co', 'Mn', 'Sr'}","Co,Mn,Nd,O,Sr","0.10000000,0.10000000,0.10000000,0.60000000,0.10000000","24,61,67,73,101"
mp-1080121,KSe3,-0.7871341248203121,0.008559007499999,K:0.25|Se:0.75,"{'Se', 'K'}","K,Se","0.25000000,0.75000000","51,96"
mp-26513,LiCuPO4,-2.188548844234693,0.046913757619045,Cu:0.15|Li:0.15|O:0.55|P:0.15,"{'Cu', 'O', 'P', 'Li'}","Cu,Li,O,P","0.14285714,0.14285714,0.57142857,0.14285714","27,54,73,76"
mp-569246,Tl2HgGeTe4,-0.400060978854168,0.008038885625,Ge:0.10|Hg:0.10|Te:0.50|Tl:0.25,"{'Hg', 'Tl', 'Ge', 'Te'}","Ge,Hg,Te,Tl","0.12500000,0.12500000,0.50000000,0.25000000","41,45,105,108"
mp-13067,Tm2O3,-4.021751758250004,0.068321145249997,O:0.60|Tm:0.40,"{'O', 'Tm'}","O,Tm","0.60000000,0.40000000","73,109"
mp-758599,Sr5(ReO3)12,-2.303030494905662,0.0162912736478,O:0.35|Re:0.10|Sr:0.55,"{'O', 'Sr', 'Re'}","O,Re,Sr","0.33333333,0.11111111,0.55555556","73,87,101"
mp-27264,NaTiF4,-3.448850022452101,0.0,F:0.65|Na:0.15|Ti:0.15,"{'Na', 'F', 'Ti'}","F,Na,Ti","0.66666667,0.16666667,0.16666667","34,65,107"
mp-28320,Pt3I8,-0.429264427499997,0.0,I:0.75|Pt:0.25,"{'I', 'Pt'}","I,Pt","0.72727273,0.27272727","48,83"
mp-721039,Na2Ca6Mg7Fe(SiO3)16,-3.190415231846982,0.024002280182289,Ca:0.30|Fe:0.05|Mg:0.35|Na:0.10|O:0.15|Si:0.05,"{'Na', 'O', 'Si', 'Fe', 'Mg', 'Ca'}","Ca,Fe,Mg,Na,O,Si","0.30000000,0.05000000,0.35000000,0.10000000,0.15000000,0.05000000","17,35,60,65,73,98"
mp-720269,Sr20Fe9Co(MoO6)10,-2.534179709250001,0.0,Co:0.05|Fe:0.25|Mo:0.05|O:0.15|Sr:0.55,"{'O', 'Mo', 'Fe', 'Co', 'Sr'}","Co,Fe,Mo,O,Sr","0.02702703,0.24324324,0.02702703,0.16216216,0.54054054","24,35,62,73,101"
mp-1194046,CuH6Pb4(SO7)2,-1.56695427861111,0.016880295092594,Cu:0.05|H:0.30|O:0.35|Pb:0.20|S:0.05,"{'O', 'Pb', 'H', 'S', 'Cu'}","Cu,H,O,Pb,S","0.05263158,0.31578947,0.36842105,0.21052632,0.05263158","27,42,73,78,93"
mp-867249,TaAlFe2,-0.450338471833331,0.0,Al:0.25|Fe:0.50|Ta:0.25,"{'Al', 'Fe', 'Ta'}","Al,Fe,Ta","0.25000000,0.50000000,0.25000000","3,35,102"
mp-45,Ca,0.0,0.0,Ca:1.00,{'Ca'},Ca,1.00000000,17
mp-557747,K2SrP2O7,-2.919873771357142,0.0,K:0.15|O:0.60|P:0.15|Sr:0.10,"{'O', 'K', 'P', 'Sr'}","K,O,P,Sr","0.16666667,0.58333333,0.16666667,0.08333333","51,73,76,101"
mp-1191360,Ba3SmInS6,-2.050182045,0.0,Ba:0.25|In:0.10|S:0.55|Sm:0.10,"{'S', 'In', 'Sm', 'Ba'}","Ba,In,S,Sm","0.27272727,0.09090909,0.54545455,0.09090909","10,49,93,99"
mp-2716171,Na8Ca2Nb2Si5SO24,-2.774005859806378,0.098669806309523,Ca:0.05|Na:0.20|Nb:0.05|O:0.55|S:0.00|Si:0.10,"{'Na', 'Nb', 'O', 'Si', 'Ca', 'S'}","Ca,Na,Nb,O,S,Si","0.04761905,0.19047619,0.04761905,0.57142857,0.02380952,0.11904762","17,65,66,73,93,98"
