material_id,formula,formation_energy,e_above_hull,comp_group,elements_set,elements,fractions,element_indices
mp-760332,Sb6O5F8,-2.213098293421053,0.094094630328988,F:0.40|O:0.25|Sb:0.30,"{'F', 'O', 'Sb'}","F,O,Sb","0.42105263,0.26315789,0.31578947","34,73,94"
mp-567807,TmZrSb,-0.8829349900000001,0.0,Sb:0.35|Tm:0.35|Zr:0.35,"{'Tm', 'Zr', 'Sb'}","Sb,Tm,Zr","0.33333333,0.33333333,0.33333333","94,109,118"
mp-1217841,Tb(CuSe)3,-0.935301069099702,0.010045284642858,Cu:0.35|Se:0.35|Tb:0.35,"{'Cu', 'Se', 'Tb'}","Cu,Se,Tb","0.33333333,0.33333333,0.33333333","27,96,103"
mp-22821,SnP2PbO8,-2.449247168482141,0.0,O:0.65|P:0.15|Pb:0.10|Sn:0.10,"{'Sn', 'O', 'P', 'Pb'}","O,P,Pb,Sn","0.66666667,0.16666667,0.08333333,0.08333333","73,76,78,100"
mp-1221261,Na3CaSc3Zn(SiO3)8,-3.245689009728448,0.010541788500001,Ca:0.10|Na:0.25|O:0.25|Sc:0.25|Si:0.10|Zn:0.10,"{'Na', 'O', 'Si', 'Sc', 'Ca', 'Zn'}","Ca,Na,O,Sc,Si,Zn","0.08333333,0.25000000,0.25000000,0.25000000,0.08333333,0.08333333","17,65,73,95,98,117"
mp-776657,Li2Fe3F8,-2.712828338589744,0.054418098461538,F:0.60|Fe:0.25|Li:0.15,"{'Fe', 'F', 'Li'}","F,Fe,Li","0.61538462,0.23076923,0.15384615","34,35,54"
mp-755910,Mn2O3F,-2.015083855143679,0.093553867083308,F:0.15|Mn:0.35|O:0.50,"{'F', 'O', 'Mn'}","F,Mn,O","0.16666667,0.33333333,0.50000000","34,61,73"
mp-1212859,Er3Co2Si3,-0.732660365624998,0.004217992343748,Co:0.25|Er:0.40|Si:0.40,"{'Co', 'Si', 'Er'}","Co,Er,Si","0.25000000,0.37500000,0.37500000","24,31,98"
mp-1223952,Ho2NiSb4,-0.821739819999998,0.000133171428569,Ho:0.30|Ni:0.15|Sb:0.55,"{'Ni', 'Sb', 'Ho'}","Ho,Ni,Sb","0.28571429,0.14285714,0.57142857","46,70,94"
mp-6468,BaNd2ZnO5,-3.139614177222223,0.01254502879629,Ba:0.10|Nd:0.20|O:0.55|Zn:0.10,"{'O', 'Nd', 'Zn', 'Ba'}","Ba,Nd,O,Zn","0.11111111,0.22222222,0.55555556,0.11111111","10,67,73,117"
mp-1211710,La3Sb5O12,-2.639775554750001,0.0,La:0.15|O:0.60|Sb:0.25,"{'O', 'La', 'Sb'}","La,O,Sb","0.15000000,0.60000000,0.25000000","53,73,94"
mp-18950,BaCa(FeO2)4,-2.106169528,0.032706854,Ba:0.20|Ca:0.20|Fe:0.20|O:0.40,"{'Fe', 'O', 'Ca', 'Ba'}","Ba,Ca,Fe,O","0.20000000,0.20000000,0.20000000,0.40000000","10,17,35,73"
mp-1220694,Nb2VFeSe10,-0.9184885281026792,0.020390281357145,Fe:0.05|Nb:0.15|Se:0.70|V:0.05,"{'Fe', 'V', 'Nb', 'Se'}","Fe,Nb,Se,V","0.07142857,0.14285714,0.71428571,0.07142857","35,66,96,112"
mp-1190096,TbWC2,-0.385446593124999,0.0,C:0.50|Tb:0.25|W:0.25,"{'Tb', 'C', 'W'}","C,Tb,W","0.50000000,0.25000000,0.25000000","16,103,113"
mp-1195234,KP2H4PtO9,-1.9380985395021024,0.0,H:0.25|K:0.05|O:0.55|P:0.10|Pt:0.05,"{'O', 'Pt', 'K', 'P', 'H'}","H,K,O,P,Pt","0.23529412,0.05882353,0.52941176,0.11764706,0.05882353","42,51,73,76,83"
mp-1030465,MoW3(Se3S)2,-0.6366603870833341,0.073528578750007,Mo:0.10|S:0.10|Se:0.40|W:0.40,"{'Se', 'Mo', 'W', 'S'}","Mo,S,Se,W","0.12500000,0.12500000,0.37500000,0.37500000","62,93,96,113"
mp-1207275,Dy3(In2Co)2,-0.356975082407407,0.0,Co:0.15|Dy:0.50|In:0.35,"{'Co', 'In', 'Dy'}","Co,Dy,In","0.16666667,0.50000000,0.33333333","24,30,49"
mp-977380,LiMg2Pd,-0.459120258333332,0.0,Li:0.25|Mg:0.50|Pd:0.25,"{'Pd', 'Mg', 'Li'}","Li,Mg,Pd","0.25000000,0.50000000,0.25000000","54,60,79"
mp-720410,K2NaCa2TiSi7HO20,-3.136823860013608,0.0,Ca:0.05|H:0.05|K:0.05|Na:0.05|O:0.60|Si:0.20|Ti:0.05,"{'Na', 'O', 'Ti', 'Si', 'K', 'H', 'Ca'}","Ca,H,K,Na,O,Si,Ti","0.05882353,0.02941176,0.05882353,0.02941176,0.58823529,0.20588235,0.02941176","17,42,51,65,73,98,107"
mp-864625,Ho2IrRh,-0.9026375974999952,0.0,Ho:0.50|Ir:0.25|Rh:0.25,"{'Rh', 'Ir', 'Ho'}","Ho,Ir,Rh","0.50000000,0.25000000,0.25000000","46,50,90"
mp-770922,Mn3TeO8,-1.724567396288314,0.070229189513884,Mn:0.25|O:0.65|Te:0.10,"{'O', 'Mn', 'Te'}","Mn,O,Te","0.25000000,0.66666667,0.08333333","61,73,105"
mp-1203655,SiO2,-3.242059416041667,0.030771927847222,O:0.65|Si:0.35,"{'O', 'Si'}","O,Si","0.66666667,0.33333333","73,98"
mp-1400865,Mg(CuO2)2,-1.398136969285713,0.096230935,Cu:0.25|Mg:0.25|O:0.50,"{'Cu', 'Mg', 'O'}","Cu,Mg,O","0.25000000,0.25000000,0.50000000","27,60,73"
mp-567296,CdI2,-0.8268726917777771,0.000210866666666,Cd:0.35|I:0.65,"{'I', 'Cd'}","Cd,I","0.33333333,0.66666667","18,48"
mp-571056,CsSn,-0.407444011093751,0.0,Cs:0.50|Sn:0.50,"{'Cs', 'Sn'}","Cs,Sn","0.50000000,0.50000000","26,100"
mp-706243,Al2Si3H8(NO5)2,-2.198597498,0.0,Al:0.10|H:0.40|N:0.05|O:0.25|Si:0.15,"{'O', 'Si', 'Al', 'H', 'N'}","Al,H,N,O,Si","0.10526316,0.42105263,0.05263158,0.26315789,0.15789474","3,42,64,73,98"
mp-7073,BaTiS3,-1.945466765166667,0.006230596999996,Ba:0.20|S:0.60|Ti:0.20,"{'S', 'Ti', 'Ba'}","Ba,S,Ti","0.20000000,0.60000000,0.20000000","10,93,107"
mp-1204089,CsLiU(PS4)2,-1.1403557117134,0.0,Cs:0.10|Li:0.10|P:0.10|S:0.50|U:0.10,"{'Cs', 'U', 'P', 'Li', 'S'}","Cs,Li,P,S,U","0.12500000,0.12500000,0.12500000,0.50000000,0.12500000","26,54,76,93,111"
mp-767053,Li2Co(CO3)2,-1.939154153560606,0.044030452045452,C:0.15|Co:0.15|Li:0.30|O:0.45,"{'Co', 'O', 'C', 'Li'}","C,Co,Li,O","0.14285714,0.14285714,0.28571429,0.42857143","16,24,54,73"
mp-757346,LiCrPO4,-2.474932896496599,0.096457280624989,Cr:0.15|Li:0.15|O:0.55|P:0.15,"{'O', 'P', 'Cr', 'Li'}","Cr,Li,O,P","0.14285714,0.14285714,0.57142857,0.14285714","25,54,73,76"
mp-1174955,Li7Mn2(CoO4)3,-1.898989104133141,0.06389714625,Co:0.05|Li:0.50|Mn:0.15|O:0.30,"{'O', 'Co', 'Mn', 'Li'}","Co,Li,Mn,O","0.07142857,0.50000000,0.14285714,0.28571429","24,54,61,73"
mp-753755,Bi3O4F,-1.8213330512500008,0.0411572171875,Bi:0.40|F:0.10|O:0.50,"{'F', 'O', 'Bi'}","Bi,F,O","0.37500000,0.12500000,0.50000000","13,34,73"
mp-849756,Li3Mn4(P2O7)4,-2.438681043578302,0.084366879418618,Li:0.20|Mn:0.25|O:0.45|P:0.10,"{'O', 'Mn', 'P', 'Li'}","Li,Mn,O,P","0.18750000,0.25000000,0.43750000,0.12500000","54,61,73,76"
mp-4984,SiB2Mo5,-0.414122774374998,0.008989164375002,B:0.25|Mo:0.60|Si:0.10,"{'Mo', 'Si', 'B'}","B,Mo,Si","0.25000000,0.62500000,0.12500000","9,62,98"
mp-18684,KPF6,-3.079013984924107,0.009197686562499,F:0.75|K:0.10|P:0.10,"{'F', 'K', 'P'}","F,K,P","0.75000000,0.12500000,0.12500000","34,51,76"
mp-773055,Li3Mg3Ti6O16,-3.237680050892857,0.014435979464282,Li:0.10|Mg:0.10|O:0.55|Ti:0.20,"{'Mg', 'O', 'Ti', 'Li'}","Li,Mg,O,Ti","0.10714286,0.10714286,0.57142857,0.21428571","54,60,73,107"
mp-1029418,KSi2N3,-1.085354476208333,0.0,K:0.15|N:0.50|Si:0.35,"{'N', 'K', 'Si'}","K,N,Si","0.16666667,0.50000000,0.33333333","51,64,98"
mp-772438,LiCoPO4,-2.334521591496598,0.069568356785701,Co:0.15|Li:0.15|O:0.55|P:0.15,"{'Co', 'O', 'P', 'Li'}","Co,Li,O,P","0.14285714,0.14285714,0.57142857,0.14285714","24,54,73,76"
mp-30623,Dy5Sn3,-0.712904919791663,0.0,Dy:0.60|Sn:0.40,"{'Sn', 'Dy'}","Dy,Sn","0.62500000,0.37500000","30,100"
mp-10289,Ca(BC)2,-0.429513749000001,0.0,B:0.35|C:0.35|Ca:0.35,"{'C', 'Ca', 'B'}","B,C,Ca","0.33333333,0.33333333,0.33333333","9,16,17"
mp-1201420,Rb2Y(NO3)5,-1.462017585579711,0.001040519565218,N:0.15|O:0.45|Rb:0.30|Y:0.15,"{'Y', 'O', 'N', 'Rb'}","N,O,Rb,Y","0.14285714,0.42857143,0.28571429,0.14285714","64,73,86,115"
mp-1196362,Si5H15C4NO12,-1.559846487533783,0.088645584684682,C:0.10|H:0.40|N:0.05|O:0.30|Si:0.15,"{'O', 'C', 'Si', 'H', 'N'}","C,H,N,O,Si","0.10810811,0.40540541,0.02702703,0.32432432,0.13513514","16,42,64,73,98"
mp-759338,Mn3(O2F)2,-2.124417085421456,0.079590569537024,F:0.15|Mn:0.50|O:0.35,"{'F', 'O', 'Mn'}","F,Mn,O","0.16666667,0.50000000,0.33333333","34,61,73"
mp-865121,NaSrAu2,-0.5846316874999961,0.026257758000003,Au:0.50|Na:0.25|Sr:0.25,"{'Au', 'Sr', 'Na'}","Au,Na,Sr","0.50000000,0.25000000,0.25000000","8,65,101"
mp-1284624,Li2CoO3,-1.7059759611111112,0.071073693333343,Co:0.15|Li:0.35|O:0.50,"{'Co', 'O', 'Li'}","Co,Li,O","0.16666667,0.33333333,0.50000000","24,54,73"
mp-862749,SmAlAg2,-0.330054905,0.039328794123047,Ag:0.50|Al:0.25|Sm:0.25,"{'Ag', 'Sm', 'Al'}","Ag,Al,Sm","0.50000000,0.25000000,0.25000000","2,3,99"
mp-559616,PH3CS3,-0.195325474082961,0.020610951015624,C:0.10|H:0.40|P:0.10|S:0.40,"{'S', 'P', 'C', 'H'}","C,H,P,S","0.12500000,0.37500000,0.12500000,0.37500000","16,42,76,93"
mp-1212701,GdCu5Sn,-0.266876946785714,0.001369150357138,Cu:0.70|Gd:0.15|Sn:0.15,"{'Cu', 'Sn', 'Gd'}","Cu,Gd,Sn","0.71428571,0.14285714,0.14285714","27,40,100"
mp-558960,Dy2Tc2O7,-2.823644789848484,0.02412040045454,Dy:0.20|O:0.65|Tc:0.20,"{'Dy', 'O', 'Tc'}","Dy,O,Tc","0.18181818,0.63636364,0.18181818","30,73,104"
mp-1187289,Sr3Eu,0.068457763749997,0.068457763749997,Eu:0.25|Sr:0.75,"{'Eu', 'Sr'}","Eu,Sr","0.25000000,0.75000000","33,101"
mp-775260,Li6CoCu3(PO4)4,-2.2637045582857143,0.076256840166663,Co:0.05|Cu:0.20|Li:0.40|O:0.25|P:0.05,"{'O', 'P', 'Li', 'Co', 'Cu'}","Co,Cu,Li,O,P","0.06666667,0.20000000,0.40000000,0.26666667,0.06666667","24,27,54,73,76"
mp-1105940,Ba(InP)2,-0.557203345,0.0,Ba:0.35|In:0.35|P:0.35,"{'In', 'P', 'Ba'}","Ba,In,P","0.33333333,0.33333333,0.33333333","10,49,76"
mp-1200063,K4Fe4(PO4)5,-2.435552281733767,0.019369507449492,Fe:0.30|K:0.30|O:0.30|P:0.10,"{'Fe', 'O', 'K', 'P'}","Fe,K,O,P","0.30769231,0.30769231,0.30769231,0.07692308","35,51,73,76"
mp-531655,Ti(FeO2)2,-2.3508101710119043,0.022275934464293,Fe:0.25|O:0.50|Ti:0.25,"{'Fe', 'O', 'Ti'}","Fe,O,Ti","0.25000000,0.50000000,0.25000000","35,73,107"
mp-567370,Ce3Se4,-2.111994037053569,0.0,Ce:0.45|Se:0.55,"{'Se', 'Ce'}","Ce,Se","0.42857143,0.57142857","19,96"
mp-1228494,Ba2PrPbO6,-2.558548934,0.055674047,Ba:0.20|O:0.60|Pb:0.10|Pr:0.10,"{'O', 'Pr', 'Pb', 'Ba'}","Ba,O,Pb,Pr","0.20000000,0.60000000,0.10000000,0.10000000","10,73,78,82"
mp-110,Mg,0.039679875,0.039679875,Mg:1.00,{'Mg'},Mg,1.00000000,60
mp-1192359,Cs2Mn(TeS3)2,-0.621066829615841,0.073071373484847,Cs:0.30|Mn:0.15|S:0.45|Te:0.15,"{'Cs', 'Mn', 'Te', 'S'}","Cs,Mn,S,Te","0.28571429,0.14285714,0.42857143,0.14285714","26,61,93,105"
mp-1221128,NaCa3MgFe(Si2O7)2,-3.118798279015803,0.027214249079863,Ca:0.20|Fe:0.05|Mg:0.05|Na:0.05|O:0.45|Si:0.15,"{'Na', 'O', 'Si', 'Fe', 'Mg', 'Ca'}","Ca,Fe,Mg,Na,O,Si","0.20000000,0.06666667,0.06666667,0.06666667,0.46666667,0.13333333","17,35,60,65,73,98"
mp-2712575,Na6Ca4Y4SiS11O48,-2.585188583433909,0.035731669767271,Ca:0.05|Na:0.10|O:0.65|S:0.15|Si:0.00|Y:0.05,"{'Na', 'O', 'Si', 'Y', 'Ca', 'S'}","Ca,Na,O,S,Si,Y","0.05405405,0.08108108,0.64864865,0.14864865,0.01351351,0.05405405","17,65,73,93,98,115"
mp-2221,Zr2Ag,-0.109172065,0.0,Ag:0.35|Zr:0.65,"{'Ag', 'Zr'}","Ag,Zr","0.33333333,0.66666667","2,118"
mp-2714787,Na14Mg2Si9Sn6(SO16)3,-2.48666506725785,0.089410906056913,Mg:0.05|Na:0.30|O:0.35|S:0.00|Si:0.20|Sn:0.10,"{'Na', 'O', 'Si', 'Mg', 'S', 'Sn'}","Mg,Na,O,S,Si,Sn","0.04166667,0.29166667,0.33333333,0.02083333,0.18750000,0.12500000","60,65,73,93,98,100"
mp-38220,RbNO3,-1.3979587565,0.023134585,N:0.20|O:0.60|Rb:0.20,"{'O', 'N', 'Rb'}","N,O,Rb","0.20000000,0.60000000,0.20000000","64,73,86"
mp-1203150,Tm6Al43Mo4,-0.306787365660378,0.0,Al:0.80|Mo:0.10|Tm:0.10,"{'Al', 'Mo', 'Tm'}","Al,Mo,Tm","0.81132075,0.07547170,0.11320755","3,62,109"
mp-614572,Ca3InP3,-1.139431833418366,0.0,Ca:0.45|In:0.15|P:0.45,"{'In', 'P', 'Ca'}","Ca,In,P","0.42857143,0.14285714,0.42857143","17,49,76"
mp-1202436,H14C3NCl5,-0.51204434945652,0.051888149239129,C:0.15|Cl:0.20|H:0.60|N:0.05,"{'Cl', 'N', 'C', 'H'}","C,Cl,H,N","0.13043478,0.21739130,0.60869565,0.04347826","16,21,42,64"
mp-541448,Rb3(FeS2)2,-1.036669439999998,0.0,Fe:0.15|Rb:0.50|S:0.35,"{'Fe', 'Rb', 'S'}","Fe,Rb,S","0.16666667,0.50000000,0.33333333","35,86,93"
mp-30671,Ti2Ga,-0.402783681388889,0.0,Ga:0.35|Ti:0.65,"{'Ti', 'Ga'}","Ga,Ti","0.33333333,0.66666667","39,107"
mp-777638,Fe10O11F9,-1.964531487666667,0.090780607749999,F:0.30|Fe:0.35|O:0.35,"{'Fe', 'F', 'O'}","F,Fe,O","0.30000000,0.33333333,0.36666667","34,35,73"
mp-771947,Mn5Fe(PO4)6,-2.384147008542009,0.044215821319433,Fe:0.10|Mn:0.45|O:0.35|P:0.10,"{'Fe', 'O', 'Mn', 'P'}","Fe,Mn,O,P","0.09090909,0.45454545,0.36363636,0.09090909","35,61,73,76"
mp-1545805,SrO2,-2.194059977499996,0.010419155833335,O:0.65|Sr:0.35,"{'O', 'Sr'}","O,Sr","0.66666667,0.33333333","73,101"
mp-1213714,Cs2FeF5,-2.886040013976293,0.0,Cs:0.25|F:0.60|Fe:0.10,"{'Cs', 'F', 'Fe'}","Cs,F,Fe","0.25000000,0.62500000,0.12500000","26,34,35"
mp-1208358,Th(Ge3Pt)4,-0.414896419705873,0.003855964117644,Ge:0.60|Pt:0.20|Th:0.20,"{'Th', 'Pt', 'Ge'}","Ge,Pt,Th","0.60000000,0.20000000,0.20000000","41,83,106"
mp-1192218,Pr3Mn2Sb3O14,-2.681966737311913,0.0,Mn:0.10|O:0.65|Pr:0.15|Sb:0.15,"{'Pr', 'O', 'Mn', 'Sb'}","Mn,O,Pr,Sb","0.09090909,0.63636364,0.13636364,0.13636364","61,73,82,94"
mp-775971,Li5Sn5(PO4)6,-2.407106244988095,0.09722132983333,Li:0.35|O:0.25|P:0.05|Sn:0.35,"{'Sn', 'O', 'P', 'Li'}","Li,O,P,Sn","0.33333333,0.26666667,0.06666667,0.33333333","54,73,76,100"
mp-1028222,Mg14AlGa,0.00261882515625,0.027476061380208,Al:0.05|Ga:0.05|Mg:0.90,"{'Al', 'Mg', 'Ga'}","Al,Ga,Mg","0.06250000,0.06250000,0.87500000","3,39,60"
mp-1185230,LaGdTl2,-0.398256005416667,0.0,Gd:0.25|La:0.25|Tl:0.50,"{'Tl', 'La', 'Gd'}","Gd,La,Tl","0.25000000,0.25000000,0.50000000","40,53,108"
mp-1187106,Sr(Mg4Al3)4,-0.022916239310344,0.023256682643682,Al:0.40|Mg:0.50|Sr:0.10,"{'Al', 'Mg', 'Sr'}","Al,Mg,Sr","0.37500000,0.50000000,0.12500000","3,60,101"
mp-1101275,TiCu3(PO4)4,-2.227194775079364,0.040216198229176,Cu:0.35|O:0.45|P:0.10|Ti:0.10,"{'Cu', 'Ti', 'O', 'P'}","Cu,O,P,Ti","0.33333333,0.44444444,0.11111111,0.11111111","27,73,76,107"
mp-2715455,Na6LaNb3(SiO4)6,-2.980298887165231,0.062320428218752,La:0.05|Na:0.40|Nb:0.20|O:0.25|Si:0.05,"{'Na', 'Nb', 'O', 'Si', 'La'}","La,Na,Nb,O,Si","0.06666667,0.40000000,0.20000000,0.26666667,0.06666667","53,65,66,73,98"
mp-1178026,Li2Co3TeO8,-1.5595018330952382,0.060582566249996,Co:0.20|Li:0.15|O:0.55|Te:0.05,"{'Co', 'O', 'Te', 'Li'}","Co,Li,O,Te","0.21428571,0.14285714,0.57142857,0.07142857","24,54,73,105"
mp-1040140,LiLaMg30O32,-3.002951193880208,0.045185827519532,La:0.00|Li:0.00|Mg:0.45|O:0.50,"{'Mg', 'O', 'La', 'Li'}","La,Li,Mg,O","0.01562500,0.01562500,0.46875000,0.50000000","53,54,60,73"
mp-1178524,BaCaI4,-1.875732992,0.096824995,Ba:0.15|Ca:0.15|I:0.65,"{'I', 'Ca', 'Ba'}","Ba,Ca,I","0.16666667,0.16666667,0.66666667","10,17,48"
mp-1195896,RbHSO4,-1.9559868101785711,0.0,H:0.15|O:0.55|Rb:0.15|S:0.15,"{'S', 'O', 'Rb', 'H'}","H,O,Rb,S","0.14285714,0.57142857,0.14285714,0.14285714","42,73,86,93"
mp-1209014,Re(RhO3)2,-1.542269249166668,0.015869894722224,O:0.60|Re:0.20|Rh:0.20,"{'Rh', 'O', 'Re'}","O,Re,Rh","0.60000000,0.20000000,0.20000000","73,87,90"
mp-731920,TlAsO4,-1.379970931805557,0.028892791666663,As:0.15|O:0.65|Tl:0.15,"{'O', 'Tl', 'As'}","As,O,Tl","0.16666667,0.66666667,0.16666667","6,73,108"
mp-1517843,Sr2CuSbO6,-2.205284823,0.082531313999998,Cu:0.10|O:0.60|Sb:0.10|Sr:0.20,"{'Cu', 'O', 'Sb', 'Sr'}","Cu,O,Sb,Sr","0.10000000,0.60000000,0.10000000,0.20000000","27,73,94,101"
mp-1209662,Rb2Mg2Be3F12,-3.576064883421053,0.0,Be:0.15|F:0.65|Mg:0.10|Rb:0.10,"{'F', 'Mg', 'Rb', 'Be'}","Be,F,Mg,Rb","0.15789474,0.63157895,0.10526316,0.10526316","11,34,60,86"
mp-1201903,Tm2H16S3O20,-1.84074902347561,0.018011711402437,H:0.40|O:0.50|S:0.05|Tm:0.05,"{'S', 'O', 'Tm', 'H'}","H,O,S,Tm","0.39024390,0.48780488,0.07317073,0.04878049","42,73,93,109"
mp-28164,Ba4P2O,-1.507804984,0.0,Ba:0.55|O:0.15|P:0.30,"{'O', 'P', 'Ba'}","Ba,O,P","0.57142857,0.14285714,0.28571429","10,73,76"
mp-2715449,Na6Y3NbSi2(PO6)4,-3.033981342671183,0.047057419333329,Na:0.30|Nb:0.05|O:0.30|P:0.05|Si:0.10|Y:0.15,"{'Na', 'Nb', 'O', 'Si', 'Y', 'P'}","Na,Nb,O,P,Si,Y","0.31578947,0.05263158,0.31578947,0.05263158,0.10526316,0.15789474","65,66,73,76,98,115"
mp-1189283,Rb2Zn3S4,-1.181669884444444,0.0,Rb:0.20|S:0.45|Zn:0.35,"{'Rb', 'Zn', 'S'}","Rb,S,Zn","0.22222222,0.44444444,0.33333333","86,93,117"
mp-1198777,ErBiW2O9,-2.488751735961538,0.015147634230769,Bi:0.10|Er:0.10|O:0.70|W:0.15,"{'Er', 'O', 'W', 'Bi'}","Bi,Er,O,W","0.07692308,0.07692308,0.69230769,0.15384615","13,31,73,113"
mp-26941,LiMnPO4,-2.587892439415319,0.045536293928564,Li:0.15|Mn:0.15|O:0.55|P:0.15,"{'O', 'Mn', 'P', 'Li'}","Li,Mn,O,P","0.14285714,0.14285714,0.57142857,0.14285714","54,61,73,76"
mp-1078544,Sc2InCu2,-0.409017559999998,0.0,Cu:0.40|In:0.20|Sc:0.40,"{'Cu', 'In', 'Sc'}","Cu,In,Sc","0.40000000,0.20000000,0.40000000","27,49,95"
mp-769316,Li5Nb3OF18,-3.2500841396913582,0.085307201527777,F:0.65|Li:0.20|Nb:0.10|O:0.05,"{'Nb', 'F', 'O', 'Li'}","F,Li,Nb,O","0.66666667,0.18518519,0.11111111,0.03703704","34,54,66,73"
mp-1099299,Mg6CdSn,-0.027664218124999,0.060431923124999,Cd:0.10|Mg:0.75|Sn:0.10,"{'Sn', 'Mg', 'Cd'}","Cd,Mg,Sn","0.12500000,0.75000000,0.12500000","18,60,100"
mp-1019745,K2Ca3Si3O10,-3.194926496083334,0.009612258333333,Ca:0.15|K:0.10|O:0.55|Si:0.15,"{'O', 'K', 'Ca', 'Si'}","Ca,K,O,Si","0.16666667,0.11111111,0.55555556,0.16666667","17,51,73,98"
mp-726297,BrNO,-0.27186362,0.0709793325,Br:0.35|N:0.35|O:0.35,"{'O', 'N', 'Br'}","Br,N,O","0.33333333,0.33333333,0.33333333","15,64,73"
mp-1080459,GeTe,-0.007467651249999,0.028000343750001,Ge:0.50|Te:0.50,"{'Ge', 'Te'}","Ge,Te","0.50000000,0.50000000","41,105"
mp-39739,CaHoMn2O6,-2.786210496086205,0.015795541666681,Ca:0.10|Ho:0.10|Mn:0.20|O:0.60,"{'O', 'Mn', 'Ca', 'Ho'}","Ca,Ho,Mn,O","0.10000000,0.10000000,0.20000000,0.60000000","17,46,61,73"
mp-558808,LiAl(SiO3)2,-3.204650760333332,0.024536018833337,Al:0.15|Li:0.15|O:0.50|Si:0.15,"{'Al', 'O', 'Si', 'Li'}","Al,Li,O,Si","0.16666667,0.16666667,0.50000000,0.16666667","3,54,73,98"
mp-758452,V2CoO4,-2.223847636428572,0.0,Co:0.15|O:0.55|V:0.30,"{'V', 'Co', 'O'}","Co,O,V","0.14285714,0.57142857,0.28571429","24,73,112"
mp-1205750,YMgAu,-0.6710993994444431,0.0,Au:0.35|Mg:0.35|Y:0.35,"{'Au', 'Mg', 'Y'}","Au,Mg,Y","0.33333333,0.33333333,0.33333333","8,60,115"
mp-1522945,BaPrInWO6,-2.647074470333332,0.098888453763886,Ba:0.10|In:0.10|O:0.60|Pr:0.10|W:0.10,"{'O', 'W', 'In', 'Pr', 'Ba'}","Ba,In,O,Pr,W","0.10000000,0.10000000,0.60000000,0.10000000,0.10000000","10,49,73,82,113"
mp-1106328,Tb(Ni2B)6,-0.389492276929823,0.005585350526315,B:0.25|Ni:0.50|Tb:0.25,"{'Tb', 'Ni', 'B'}","B,Ni,Tb","0.25000000,0.50000000,0.25000000","9,70,103"
mp-1068941,K2PdS2,-1.068710574624998,0.0,K:0.40|Pd:0.20|S:0.40,"{'Pd', 'K', 'S'}","K,Pd,S","0.40000000,0.20000000,0.40000000","51,79,93"
mp-525,NbSe3,-0.763964880130207,0.0,Nb:0.25|Se:0.75,"{'Nb', 'Se'}","Nb,Se","0.25000000,0.75000000","66,96"
mp-13972,Sm2SeO2,-3.421144282468751,0.0,O:0.40|Se:0.20|Sm:0.40,"{'O', 'Se', 'Sm'}","O,Se,Sm","0.40000000,0.20000000,0.40000000","73,96,99"
mp-857348,LiMnPO4,-2.57053067227246,0.062898061071423,Li:0.15|Mn:0.15|O:0.55|P:0.15,"{'O', 'Mn', 'P', 'Li'}","Li,Mn,O,P","0.14285714,0.14285714,0.57142857,0.14285714","54,61,73,76"
mp-715262,FeO,-1.4722393325,0.009280054999999,Fe:0.50|O:0.50,"{'Fe', 'O'}","Fe,O","0.50000000,0.50000000","35,73"
mp-1193685,Rb3FeS3,-1.109423229642855,0.0,Fe:0.15|Rb:0.45|S:0.45,"{'Fe', 'Rb', 'S'}","Fe,Rb,S","0.14285714,0.42857143,0.42857143","35,86,93"
mp-2712574,Na3Mg3SnPS5O24,-2.310723696385968,0.016834109909902,Mg:0.10|Na:0.10|O:0.65|P:0.05|S:0.15|Sn:0.05,"{'Na', 'O', 'P', 'Mg', 'S', 'Sn'}","Mg,Na,O,P,S,Sn","0.08108108,0.08108108,0.64864865,0.02702703,0.13513514,0.02702703","60,65,73,76,93,100"
mp-1099626,La2Fe2O5,-2.738956553333333,0.092086434722224,Fe:0.20|La:0.20|O:0.55,"{'Fe', 'O', 'La'}","Fe,La,O","0.22222222,0.22222222,0.55555556","35,53,73"
mp-1177618,Li3MnCr3O8,-2.3066942911954023,0.077870088493824,Cr:0.20|Li:0.20|Mn:0.05|O:0.55,"{'O', 'Mn', 'Cr', 'Li'}","Cr,Li,Mn,O","0.20000000,0.20000000,0.06666667,0.53333333","25,54,61,73"
mp-1211913,K3Mn5(Si2O5)6,-2.910029804428103,0.022473452595686,K:0.20|Mn:0.35|O:0.35|Si:0.15,"{'O', 'Mn', 'K', 'Si'}","K,Mn,O,Si","0.20000000,0.33333333,0.33333333,0.13333333","51,61,73,98"
mp-23781,Rb3H(SO4)2,-2.111634234553571,0.0,H:0.10|O:0.45|Rb:0.35|S:0.10,"{'S', 'O', 'Rb', 'H'}","H,O,Rb,S","0.11111111,0.44444444,0.33333333,0.11111111","42,73,86,93"
mp-1194584,Hg3Te2SeO10,-1.111376695823569,0.035720174479176,Hg:0.20|O:0.60|Se:0.05|Te:0.10,"{'Hg', 'O', 'Se', 'Te'}","Hg,O,Se,Te","0.18750000,0.62500000,0.06250000,0.12500000","45,73,96,105"
mp-13159,GdZnGe,-0.6764154991666681,0.0,Gd:0.35|Ge:0.35|Zn:0.35,"{'Zn', 'Ge', 'Gd'}","Gd,Ge,Zn","0.33333333,0.33333333,0.33333333","40,41,117"
